ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,lat,lon,Location
10837829,JA139719,02-02-2017 21:30,103XX S ABERDEEN ST,820,THEFT,$500 AND UNDER,GAS STATION,FALSE,FALSE,2232,22,34,73,6,1170807,1836426,2017,02/14/2017 03:49:42 PM,41.70662559,-87.65012058,"(41.70662559, -87.650120579)"
10837830,JA140107,02-02-2017 18:00,002XX S WABASH AVE,890,THEFT,FROM BUILDING,OTHER,FALSE,FALSE,113,1,42,32,6,1176847,1899303,2017,02/14/2017 03:49:42 PM,41.87903266,-87.62610818,"(41.87903266, -87.626108184)"
10837831,JA140090,01/29/2017 09:00:00 AM,030XX W WARREN BLVD,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,FALSE,1222,12,2,27,26,1156132,1900198,2017,02/14/2017 03:49:42 PM,41.88193185,-87.70214574,"(41.881931853, -87.702145736)"
10837832,JA139837,02-03-2017 00:04,129XX S NORMAL AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,FALSE,FALSE,523,5,9,53,26,1175333,1819102,2017,02/14/2017 03:49:42 PM,41.65898611,-87.63406146,"(41.658986108, -87.634061459)"
10837834,JA140070,01/28/2017 12:00:00 PM,013XX N SANDBURG TER,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,FALSE,FALSE,1821,18,42,8,11,1175110,1909464,2017,02/14/2017 03:49:42 PM,41.90695409,-87.63218118,"(41.906954091, -87.632181183)"
10837835,JA140108,02-02-2017 21:45,0000X S STATE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,FALSE,FALSE,112,1,42,32,11,1176389,1900278,2017,02/14/2017 03:49:42 PM,41.88171846,-87.62776043,"(41.88171846, -87.627760426)"
10837836,JA140016,02-02-2017 20:15,016XX N ADA ST,810,THEFT,OVER $500,STREET,FALSE,FALSE,1433,14,32,24,6,1166943,1911505,2017,02/14/2017 03:49:42 PM,41.91273399,-87.66212315,"(41.912733991, -87.662123151)"
10837837,JA140113,01/24/2017 02:00:00 PM,027XX W LOGAN BLVD,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,1411,14,35,22,11,1157502,1917169,2017,02/14/2017 03:49:42 PM,41.92847395,-87.69665257,"(41.928473945, -87.696652572)"
10837839,JA139955,02-02-2017 10:00,021XX N TALMAN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1431,14,1,22,14,1158333,1914586,2017,02/14/2017 03:49:42 PM,41.92136903,-87.69366973,"(41.921369031, -87.693669734)"
10837840,JA139919,02-03-2017 05:45,033XX N PLAINFIELD AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,FALSE,FALSE,1631,16,36,17,26,1120176,1921148,2017,02/14/2017 03:49:42 PM,41.9400715,-87.83373031,"(41.940071499, -87.833730307)"
10837841,JA140057,01-09-2017 12:00,022XX N MONTICELLO AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,FALSE,FALSE,2525,25,26,22,11,1151674,1914721,2017,02/14/2017 03:49:42 PM,41.92187318,-87.71813311,"(41.921873178, -87.718133114)"
10837843,JA139940,02-03-2017 07:10,023XX N SPAULDING AVE,031A,ROBBERY,ARMED: HANDGUN,ALLEY,FALSE,FALSE,1413,14,35,22,3,1153760,1915416,2017,02/14/2017 03:49:42 PM,41.92373899,-87.71044998,"(41.923738994, -87.710449984)"
10837844,JA129293,01/23/2017 12:00:00 PM,004XX N ARTESIAN AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,OTHER,FALSE,FALSE,1221,12,26,24,26,1159988,1903186,2017,02/14/2017 03:49:42 PM,41.89005249,-87.68790401,"(41.890052494, -87.687904011)"
10837845,JA140159,02-03-2017 11:20,017XX W HOWARD ST,890,THEFT,FROM BUILDING,OTHER,FALSE,FALSE,2422,24,49,1,6,1163172,1950347,2017,02/14/2017 03:49:42 PM,42.01939827,-87.67488021,"(42.019398266, -87.67488021)"
10837846,JA140135,02-03-2017 10:42,053XX S MAJOR AVE,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,RESIDENCE,FALSE,FALSE,811,8,23,56,11,1139265,1868784,2017,02/14/2017 03:49:42 PM,41.79605084,-87.76484535,"(41.796050839, -87.764845352)"
10837847,JA140093,01/27/2017 11:00:00 AM,077XX S RACINE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,612,6,17,71,14,1169665,1853423,2017,02/14/2017 03:49:42 PM,41.7532926,-87.65381117,"(41.753292602, -87.653811173)"
10837848,JA140152,02-03-2017 08:40,019XX N CICERO AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,2533,25,31,19,7,1144090,1912429,2017,02/14/2017 03:49:42 PM,41.91572961,-87.74605678,"(41.915729613, -87.746056778)"
10837849,JA140151,02-03-2017 10:20,014XX W MORSE AVE,890,THEFT,FROM BUILDING,CONVENIENCE STORE,FALSE,FALSE,2431,24,49,1,6,1165410,1946171,2017,02/14/2017 03:49:42 PM,42.00789172,-87.66676432,"(42.007891717, -87.666764317)"
10837850,JA140149,02-02-2017 21:00,030XX W IRVING PARK RD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1733,17,33,16,14,1155447,1926436,2017,02/14/2017 03:49:42 PM,41.95394487,-87.70395399,"(41.953944872, -87.70395399)"
10837851,JA140089,02-03-2017 10:35,017XX N MERRIMAC AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENTIAL YARD (FRONT/BACK),FALSE,TRUE,2513,25,29,25,08B,1134443,1910911,2017,02/14/2017 03:49:42 PM,41.91173984,-87.78153557,"(41.911739837, -87.781535571)"
10837853,JA137897,01/31/2017 11:00:00 PM,019XX N LEAVITT ST,610,BURGLARY,FORCIBLE ENTRY,RESTAURANT,FALSE,FALSE,1434,14,32,22,5,1161382,1913090,2017,02/14/2017 03:49:42 PM,41.91720095,-87.68250867,"(41.917200947, -87.682508667)"
10837855,JA140161,02-03-2017 05:30,048XX S HAMLIN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,821,8,14,57,14,1151854,1872110,2017,02/14/2017 03:49:42 PM,41.80494014,-87.71859283,"(41.804940137, -87.71859283)"
10837860,JA140173,02-01-2017 15:00,013XX S WABASH AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,OTHER,FALSE,FALSE,131,1,2,33,14,1176978,1894244,2017,02/14/2017 03:49:42 PM,41.8651475,-87.6257803,"(41.865147498, -87.625780301)"
10837861,JA140115,02-03-2017 01:30,034XX N HALSTED ST,880,THEFT,PURSE-SNATCHING,SIDEWALK,FALSE,FALSE,1924,19,44,6,6,1170308,1923273,2017,02/14/2017 03:49:42 PM,41.94495301,-87.64941621,"(41.944953005, -87.649416212)"
10837863,JA140065,02-03-2017 10:09,068XX S PULASKI RD,1330,CRIMINAL TRESPASS,TO LAND,SMALL RETAIL STORE,TRUE,FALSE,833,8,13,65,26,1150875,1859126,2017,02/14/2017 03:49:42 PM,41.7693292,-87.72252173,"(41.769329199, -87.722521726)"
10837864,JA140187,02-02-2017 18:30,016XX N OAKLEY AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1434,14,1,24,6,1160770,1910989,2017,02/14/2017 03:49:42 PM,41.91144837,-87.68481553,"(41.911448372, -87.684815527)"
10837866,JA140182,02-02-2017 11:00,062XX S MICHIGAN AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,TRUE,311,3,20,40,26,1178263,1863570,2017,02/14/2017 03:49:42 PM,41.7809464,-87.62199537,"(41.780946398, -87.621995369)"
10837868,JA140007,02-02-2017 20:30,065XX S FAIRFIELD AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,831,8,15,66,08B,1159169,1861217,2017,02/14/2017 03:49:42 PM,41.77490155,-87.69206234,"(41.77490155, -87.692062339)"
10837872,JA139939,02-02-2017 20:00,064XX S SANGAMON ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,723,7,16,68,08B,1171080,1862228,2017,02/14/2017 03:49:42 PM,41.77742383,-87.64836878,"(41.777423832, -87.648368783)"
10837874,JA140064,02-03-2017 09:34,075XX S YALE AVE,5000,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,APARTMENT,FALSE,FALSE,623,6,17,69,26,1175815,1854918,2017,02/14/2017 03:49:42 PM,41.75725956,-87.63122911,"(41.757259558, -87.631229106)"
10851602,JA122846,01/19/2017 09:00:00 PM,071XX S PAULINA ST,610,BURGLARY,FORCIBLE ENTRY,ABANDONED BUILDING,FALSE,FALSE,735,7,17,67,5,,,2017,02/17/2017 03:49:45 PM,,,
10837875,JA139954,02-03-2017 07:55,072XX S RICHMOND ST,560,ASSAULT,SIMPLE,APARTMENT,FALSE,TRUE,831,8,18,66,08A,1157962,1856383,2017,02/14/2017 03:49:42 PM,41.76166094,-87.69661824,"(41.761660944, -87.696618243)"
10837876,JA140164,02-02-2017 13:00,023XX W WINNEMAC AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,2031,20,47,4,6,1160011,1933435,2017,02/14/2017 03:49:42 PM,41.97305728,-87.68698208,"(41.973057284, -87.686982081)"
10837878,JA140160,02-03-2017 11:35,069XX S ADA ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,TRUE,734,7,17,67,08B,1168528,1858712,2017,02/14/2017 03:49:42 PM,41.76783088,-87.65782565,"(41.767830884, -87.657825651)"
10837879,JA140031,02-02-2017 17:08,087XX S RACINE AVE,031A,ROBBERY,ARMED: HANDGUN,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,2222,22,21,71,3,1169851,1846838,2017,02/14/2017 03:49:42 PM,41.73521843,-87.65332025,"(41.735218425, -87.653320252)"
10837880,JA140111,01/26/2017 08:00:00 AM,012XX W MARQUETTE RD,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,FALSE,FALSE,724,7,17,67,11,1169332,1860356,2017,02/14/2017 03:49:42 PM,41.77232486,-87.65483109,"(41.772324861, -87.654831089)"
10837881,JA140131,02-03-2017 10:25,053XX S WOODLAWN AVE,460,BATTERY,SIMPLE,APARTMENT,FALSE,FALSE,233,2,4,41,08B,1185127,1870119,2017,02/14/2017 03:49:42 PM,41.79875882,-87.59662512,"(41.798758819, -87.596625123)"
10837885,JA139067,02-02-2017 10:22,073XX S CLAREMONT AVE,460,BATTERY,SIMPLE,APARTMENT,FALSE,FALSE,835,8,18,66,08B,1162008,1855937,2017,02/14/2017 03:49:42 PM,41.76035392,-87.68180154,"(41.760353917, -87.681801536)"
10837886,JA140196,02-02-2017 18:00,008XX N WOOD ST,820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,FALSE,FALSE,1213,12,1,24,6,1164238,1905911,2017,02/14/2017 03:49:42 PM,41.89744132,-87.67221901,"(41.897441318, -87.672219005)"
10837887,JA140181,01/24/2017 12:00:00 AM,047XX N WINCHESTER AVE,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,APARTMENT,FALSE,FALSE,1912,19,47,4,11,1162562,1931399,2017,02/14/2017 03:49:42 PM,41.96741722,-87.67765881,"(41.967417216, -87.677658809)"
10837888,JA139996,02-03-2017 04:00,016XX S HAMLIN AVE,610,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,1014,10,24,29,5,1151323,1891539,2017,02/14/2017 03:49:42 PM,41.85826628,-87.7200316,"(41.858266277, -87.720031598)"
10837889,JA140217,02-03-2017 10:54,039XX W ARTHINGTON ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,OTHER,FALSE,FALSE,1132,11,24,26,11,1150255,1895744,2017,02/14/2017 03:49:42 PM,41.86982616,-87.72384228,"(41.86982616, -87.723842281)"
10837890,JA140206,01-10-2017 09:00,016XX W HARRISON ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,HOSPITAL BUILDING/GROUNDS,FALSE,FALSE,1231,12,2,28,11,1165692,1897450,2017,02/14/2017 03:49:42 PM,41.87419281,-87.66711992,"(41.874192812, -87.667119921)"
10837891,JA140190,02-03-2017 10:50,002XX S CANAL ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,121,1,2,28,18,1173178,1899203,2017,02/14/2017 03:49:42 PM,41.87884043,-87.63958293,"(41.878840427, -87.639582928)"
10837893,JA139196,02-02-2017 12:30,062XX W GREGORY ST,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,1622,16,45,11,5,1133592,1936459,2017,02/14/2017 03:49:42 PM,41.98186128,-87.78406048,"(41.98186128, -87.784060479)"
10837895,JA140169,02-03-2017 11:08,047XX W GLADYS AVE,2026,NARCOTICS,POSS: PCP,SIDEWALK,TRUE,FALSE,1131,11,24,25,18,1144872,1897936,2017,02/14/2017 03:49:42 PM,41.87594446,-87.74354976,"(41.875944461, -87.743549763)"
10837896,JA140203,02-01-2017 20:00,048XX S DAMEN AVE,1541,OBSCENITY,SALE/DIST OBSCENE MAT TO MINOR,APARTMENT,TRUE,FALSE,931,9,20,61,17,1163839,1872555,2017,02/14/2017 03:49:42 PM,41.80591763,-87.67462426,"(41.80591763, -87.674624264)"
10837898,JA140211,01/22/2017 12:00:00 PM,015XX N SANDBURG TER,1155,DECEPTIVE PRACTICE,AGGRAVATED FINANCIAL IDENTITY THEFT,APARTMENT,FALSE,FALSE,1821,18,42,8,11,1175024,1910843,2017,02/14/2017 03:49:42 PM,41.91074006,-87.6324557,"(41.91074006, -87.632455702)"
10837899,JA140226,02-03-2017 10:45,028XX S PULASKI RD,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1031,10,22,30,7,1150173,1884802,2017,02/14/2017 03:49:42 PM,41.83980157,-87.7244282,"(41.839801568, -87.724428201)"
10837901,JA140215,02-02-2017 18:39,062XX S MICHIGAN AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,FALSE,311,3,20,40,26,1178263,1863570,2017,02/14/2017 03:49:42 PM,41.7809464,-87.62199537,"(41.780946398, -87.621995369)"
10837902,JA140241,02-02-2017 14:00,031XX W IRVING PARK RD,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,FALSE,FALSE,1733,17,33,16,6,1154834,1926427,2017,02/14/2017 03:49:42 PM,41.95393251,-87.7062077,"(41.953932507, -87.706207702)"
10837905,JA140201,02-02-2017 12:50,002XX E 111TH ST,545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,513,5,9,49,08A,1179894,1831414,2017,02/14/2017 03:49:42 PM,41.69266932,-87.61699709,"(41.692669318, -87.616997089)"
10837907,JA140176,02-03-2017 11:35,033XX W BELMONT AVE,560,ASSAULT,SIMPLE,CTA STATION,FALSE,FALSE,1412,14,35,21,08A,1153353,1921084,2017,02/14/2017 03:49:42 PM,41.93930054,-87.71179449,"(41.939300539, -87.711794487)"
10837908,JA140224,01/23/2017 12:00:00 PM,042XX N ASHLAND AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,FALSE,FALSE,1912,19,47,6,11,1164893,1928268,2017,02/14/2017 03:49:42 PM,41.95877635,-87.66917723,"(41.958776353, -87.66917723)"
10837909,JA140154,02-03-2017 09:30,080XX S WESTERN AVE,460,BATTERY,SIMPLE,NURSING HOME/RETIREMENT HOME,FALSE,FALSE,835,8,18,70,08B,1161769,1851456,2017,02/14/2017 03:49:42 PM,41.74806235,-87.68280166,"(41.74806235, -87.682801662)"
10837910,JA139969,02-02-2017 18:30,019XX S TRUMBULL AVE,460,BATTERY,SIMPLE,RESIDENCE,FALSE,FALSE,1024,10,24,29,08B,1153728,1890303,2017,02/14/2017 03:49:42 PM,41.85482707,-87.71123655,"(41.85482707, -87.711236547)"
